Date,AAPL,AMD,AMZN,GOOGL,IWM,JPM,KO,META,MSFT,NVDA,SPY,TSLA,XLE,XLF,XLK,XLV,XLY
2020-01-03,-0.00972255095165589,-0.01018329970546807,-0.012139034655920934,-0.005231415968048571,-0.0039207823942400645,-0.01319611925531684,-0.005455456384182888,-0.005291144925117071,-0.012451883369972088,-0.016005971132869286,-0.007572339759136955,0.029633258297920753,-0.0029711768973540577,-0.010618039945402164,-0.011242951248220183,-0.008714291547239688,-0.008510066759995546
2020-01-06,0.007968350270413512,-0.004320968951973902,0.014885573930506536,0.02665419771240039,0.0013321730525043716,-0.0007953359613867427,-0.0003656414550790772,0.018833560470121562,0.0025847711095068164,0.004194086642999517,0.0038149034373282584,0.019254637045135074,0.007781433479895418,-0.000650324471810997,0.0023821290758760678,0.006222800470328718,0.0027814294557012204
2020-01-07,-0.004702976103551488,-0.0028931471670649803,0.0020916204156393933,-0.0019315190694720599,-0.003326251090678331,-0.01700033817086671,-0.007682630432935611,0.0021634830478455334,-0.009117520745699187,0.012106362382810792,-0.0028117138164418295,0.03880052465815389,-0.002628671020395425,-0.0065083141127245695,-0.0004319508040098173,-0.001963548726518995,-0.0015848977467013347
2020-01-08,0.016086292974628612,-0.008704625263115285,-0.007808640261289332,0.007117630413431957,0.0030947536847176793,0.0078009834991030974,0.0018437162197068352,0.01013816861907025,0.01592843334910541,0.0018754856710131735,0.005329692184097675,0.04920482578812169,-0.016471618639894593,0.00655094975144364,0.010700509524062868,0.006491811445295473,0.0030163350478303462
2020-01-09,0.021241003561639285,0.023834399874688435,0.004799174786468337,0.01049789933610283,0.0012095482504834005,0.0036513131471410942,0.018215062360986065,0.01431099504288511,0.012492803104017456,0.010982927057305178,0.0067802569325852505,-0.021945011900097317,0.00736909522049868,0.006182765815070004,0.01133569147735214,0.004299547310570092,0.005302216128902001
2020-01-10,0.0022606166106773134,-0.01633659448265633,-0.009410596802031284,0.006458714355653195,-0.0037455877132132128,-0.009968063008976697,0.0034331696635253443,-0.0010995332619378752,-0.004627059244025241,0.005349063718719996,-0.0028775067646506776,-0.0066272976331742195,-0.00565288149321609,-0.007438549484584418,-0.0023263828174593187,0.00029224875478046024,-0.00543206663460091
2020-01-13,0.021364280459213,0.012040727695701026,0.004322578245699441,0.007746930308204098,0.0064891850249114875,0.008304138164250246,0.010804892978769366,0.01765569265953271,0.012024226343321922,0.03135248349069606,0.006877368680336512,0.09768895885093326,0.00033450041775330363,0.006842700277695149,0.012506463745823607,-0.003501936834574932,0.0031662915881532816
2020-01-14,-0.013503295916018582,-0.011076941856971154,-0.011558211718052632,-0.00655532787323104,0.003675229187733222,0.011661801439076988,-0.002315738127132806,-0.012843025796170509,-0.007043143281233595,-0.01865225295151567,-0.0015244386733931636,0.024882822120200907,0.00016719428231937002,-0.0019419189873955362,-0.004710324752000101,0.006052175477985156,-0.00031559168328920445
2020-01-15,-0.004285443483827056,0.007052482037847558,-0.003969126548924945,0.006018392753710158,0.004802783880565047,-0.014985179567811407,0.01249981139718368,0.009540853992254713,0.006476504414047052,-0.006915413487520224,0.002259707702454074,-0.036102013513057835,-0.007352921115927041,-0.005512218167324272,0.0011568675518615196,0.008635655398427231,-0.0022886667390364123
2020-01-16,0.012526329488447077,0.025128758802777477,0.008549911029593375,0.007615377420260032,0.012905553687802723,0.0038764283116398935,0.0021162402875702477,0.0028035309358123124,0.01832337131276392,0.01368254168880525,0.008318705686522923,-0.009662477636014745,0.0016835462710374572,0.00880343450295493,0.013446606215633395,0.005194752885434707,0.008939023871606364
2020-01-17,0.011071286948422897,0.02330720990040015,-0.007039661442328224,0.020245995486461506,-0.002713159372414991,0.006921727599829497,0.002112015050555177,0.0016682901371377764,0.005596494776339352,0.0014059802380768573,0.003112232716416778,-0.005822894156913927,-0.006386706856200027,0.002909008743314461,0.006737978846458155,0.0,0.003528293837244661
2020-01-21,-0.006777167111149278,0.0023561541560126534,0.014629525206926747,0.0018453315586427776,-0.008280588870912741,-0.009840971644341199,0.004039328433875154,-0.0031510969579318137,-0.0035905099175181586,-0.005375529202053767,-0.0019580608397187773,0.07189030619278934,-0.017929659581401112,-0.008379035582617721,-0.0004117524688585281,0.0010529701165400568,-0.003047061662708842
